home_team,away_team,home_score,home_penalties,away_score,away_penalties,attendance,venue,stage,match_date,host_country,wc_year,home_goal_scorers,away_goal_scorers,home_og_scored,away_og_scored,match_id,total_goals,scoreline,goal_difference,went_to_penalties,stage_group,decade,venue_name,venue_city,winner,result_type
Mexico,Poland,0,0,0,0,39369,"Stadium 974, Doha",Group stage,2022-11-22,Qatar,2022,,,0,0,2022-0097,0,0-0,0,False,Group,2020s,Stadium 974,Doha,Draw,Draw
France,Australia,4,0,1,0,40875,"Al Janoub Stadium, Al Wakrah",Group stage,2022-11-22,Qatar,2022,"Adrien Rabiot@27,Olivier Giroud@32,Kylian Mbappé@68,Olivier Giroud@71",Craig Goodwin@9,0,0,2022-0098,5,4-1,3,False,Group,2020s,Al Janoub Stadium,Al Wakrah,France,Home win
England,IR Iran,6,0,2,0,45334,"Khalifa International Stadium, Doha",Group stage,2022-11-21,Qatar,2022,"Jude Bellingham@35,Bukayo Saka@43,Raheem Sterling@45+1,Bukayo Saka@62,Marcus Rashford@71,Jack Grealish@90","Mehdi Taremi@65,Mehdi Taremi@90+13",0,0,2022-0099,8,6-2,4,False,Group,2020s,Khalifa International Stadium,Doha,England,Home win
Senegal,Netherlands,0,0,2,0,41721,"Al Thumama Stadium, ath-Thumama",Group stage,2022-11-21,Qatar,2022,,"Cody Gakpo@84,Davy Klaassen@90+9",0,0,2022-0100,2,0-2,2,False,Group,2020s,Al Thumama Stadium,ath-Thumama,Netherlands,Away win
United States,Wales,1,0,1,0,43418,"Ahmed bin Ali Stadium, Umm Al Afaei",Group stage,2022-11-21,Qatar,2022,Timothy Weah@36,Gareth Bale@82,0,0,2022-0101,2,1-1,0,False,Group,2020s,Ahmed bin Ali Stadium,Umm Al Afaei,Draw,Draw
Qatar,Ecuador,0,0,2,0,67372,"Al Bayt Stadium, Al Khor",Group stage,2022-11-20,Qatar,2022,,"Enner Valencia@31,Enner Valencia@16",0,0,2022-0102,2,0-2,2,False,Group,2020s,Al Bayt Stadium,Al Khor,Ecuador,Away win
France,Croatia,4,0,2,0,78011,"Olimpiyskiy stadion Luzhniki, Moskva",Final,2018-07-15,Russia,2018,"Paul Pogba@59,Kylian Mbappé@65,Antoine Griezmann@38","Ivan Periši@28,Mario Mandžuki@69",1,0,2018-0103,6,4-2,2,False,Final,2010s,Olimpiyskiy stadion Luzhniki,Moskva,France,Home win
Belgium,England,2,0,0,0,64406,"Gazprom Arena, Sankt-Petersburg",Third-place match,2018-07-14,Russia,2018,"Thomas Meunier@4,Eden Hazard@82",,0,0,2018-0104,2,2-0,2,False,Placement,2010s,Gazprom Arena,Sankt-Petersburg,Belgium,Home win
Croatia,England,2,0,1,0,78011,"Olimpiyskiy stadion Luzhniki, Moskva",Semi-finals,2018-07-11,Russia,2018,"Ivan Periši@68,Mario Mandžuki@109",Kieran Trippier@5,0,0,2018-0105,3,2-1,1,False,Knockout,2010s,Olimpiyskiy stadion Luzhniki,Moskva,Croatia,Home win
France,Belgium,1,0,0,0,64286,"Gazprom Arena, Sankt-Petersburg",Semi-finals,2018-07-10,Russia,2018,Samuel Umtiti@51,,0,0,2018-0106,1,1-0,1,False,Knockout,2010s,Gazprom Arena,Sankt-Petersburg,France,Home win
Sweden,England,0,0,2,0,39991,"Cosmos Arena, Samara",Quarter-finals,2018-07-07,Russia,2018,,"Harry Maguire@30,Dele Alli@59",0,0,2018-0107,2,0-2,2,False,Knockout,2010s,Cosmos Arena,Samara,England,Away win
Russia,Croatia,2,3,2,4,44287,"Olimpiyskiy Stadion Fisht, Sochi",Quarter-finals,2018-07-07,Russia,2018,"Denis Cheryshev@31,Mário Fernandes@115","Andrej Kramaric@39,Domagoj Vida@101",0,0,2018-0108,4,2-2,0,True,Knockout,2010s,Olimpiyskiy Stadion Fisht,Sochi,Croatia,Away win on penalties
Uruguay,France,0,0,2,0,43319,"Stadion Nizhny Novgorod, Nizhny Novgorod",Quarter-finals,2018-07-06,Russia,2018,,"Raphaël Varane@40,Antoine Griezmann@61",0,0,2018-0109,2,0-2,2,False,Knockout,2010s,Stadion Nizhny Novgorod,Nizhny Novgorod,France,Away win
Brazil,Belgium,1,0,2,0,42873,"Kazan Arena, Kazan",Quarter-finals,2018-07-06,Russia,2018,Renato Augusto@76,Kevin De Bruyne@32,0,1,2018-0110,3,1-2,1,False,Knockout,2010s,Kazan Arena,Kazan,Belgium,Away win
Sweden,Switzerland,1,0,0,0,64042,"Gazprom Arena, Sankt-Petersburg",Round of 16,2018-07-03,Russia,2018,Emil Forsberg@66,,0,0,2018-0111,1,1-0,1,False,Knockout,2010s,Gazprom Arena,Sankt-Petersburg,Sweden,Home win
Colombia,England,1,3,1,4,44190,"Otkrytie Arena, Moskva",Round of 16,2018-07-03,Russia,2018,Yerry Mina@90+3,Harry Kane@57,0,0,2018-0112,2,1-1,0,True,Knockout,2010s,Otkrytie Arena,Moskva,England,Away win on penalties
Brazil,Mexico,2,0,0,0,41970,"Cosmos Arena, Samara",Round of 16,2018-07-02,Russia,2018,"Neymar@51,Roberto Firmino@88",,0,0,2018-0113,2,2-0,2,False,Knockout,2010s,Cosmos Arena,Samara,Brazil,Home win
Belgium,Japan,3,0,2,0,41466,"Rostov Arena, Rostov-na-Donu",Round of 16,2018-07-02,Russia,2018,"Jan Vertonghen@69,Marouane Fellaini@74,Nacer Chadli@90+4","Genki Haraguchi@48,Takashi Inui@52",0,0,2018-0114,5,3-2,1,False,Knockout,2010s,Rostov Arena,Rostov-na-Donu,Belgium,Home win
Spain,Ukraine,4,0,0,0,43000,"Red Bull Arena, Leipzig",Group stage,2006-06-14,Germany,2006,"Xabi Alonso@13,David Villa@17,Fernando Torres@81,David Villa@48",,0,0,2006-0115,4,4-0,4,False,Group,2000s,Red Bull Arena,Leipzig,Spain,Home win
Tunisia,Saudi Arabia,2,0,2,0,66000,"Allianz Arena, München",Group stage,2006-06-14,Germany,2006,"Ziad Jaziri@23,Radhi Jaïdi@90+2","Yasser Al-Qahtani@57,Sami Al-Jaber@84",0,0,2006-0116,4,2-2,0,False,Group,2000s,Allianz Arena,München,Draw,Draw
Germany,Poland,1,0,0,0,65000,"Signal Iduna Park, Dortmund",Group stage,2006-06-14,Germany,2006,Oliver Neuville@90+1,,0,0,2006-0117,1,1-0,1,False,Group,2000s,Signal Iduna Park,Dortmund,Germany,Home win
Korea Republic,Togo,2,0,1,0,48000,"Commerzbank-Arena, Frankfurt am Main",Group stage,2006-06-13,Germany,2006,"Lee Chun-soo@54,Ahn Jung-hwan@72",Mohamed Kader@31,0,0,2006-0118,3,2-1,1,False,Group,2000s,Commerzbank-Arena,Frankfurt am Main,Korea Republic,Home win
France,Switzerland,0,0,0,0,52000,"Mercedes-Benz Arena, Stuttgart",Group stage,2006-06-13,Germany,2006,,,0,0,2006-0119,0,0-0,0,False,Group,2000s,Mercedes-Benz Arena,Stuttgart,Draw,Draw
Brazil,Croatia,1,0,0,0,72000,"Olympiastadion Berlin, Berlin",Group stage,2006-06-13,Germany,2006,Kaká@44,,0,0,2006-0120,1,1-0,1,False,Group,2000s,Olympiastadion Berlin,Berlin,Brazil,Home win
Australia,Japan,3,0,1,0,46000,"Fritz-Walter-Stadion, Kaiserslautern",Group stage,2006-06-12,Germany,2006,"Tim Cahill@84,Tim Cahill@89,John Aloisi@90+2",Shunsuke Nakamura@26,0,0,2006-0121,4,3-1,2,False,Group,2000s,Fritz-Walter-Stadion,Kaiserslautern,Australia,Home win
United States,Czech Republic,0,0,3,0,52000,"Veltins-Arena, Gelsenkirchen",Group stage,2006-06-12,Germany,2006,,"Jan Koller@5,Tomáš Rosický@36,Tomáš Rosický@76",0,0,2006-0122,3,0-3,3,False,Group,2000s,Veltins-Arena,Gelsenkirchen,Czech Republic,Away win
Italy,Ghana,2,0,0,0,43000,"HDI-Arena, Hannover",Group stage,2006-06-12,Germany,2006,"Andrea Pirlo@40,Vincenzo Iaquinta@83",,0,0,2006-0123,2,2-0,2,False,Group,2000s,HDI-Arena,Hannover,Italy,Home win
Serbia and Montenegro,Netherlands,0,0,1,0,37216,"Red Bull Arena, Leipzig",Group stage,2006-06-11,Germany,2006,,Arjen Robben@18,0,0,2006-0124,1,0-1,1,False,Group,2000s,Red Bull Arena,Leipzig,Netherlands,Away win
Mexico,IR Iran,3,0,1,0,41000,"Max-Morlock-Stadion, Nürnberg",Group stage,2006-06-11,Germany,2006,"Omar Bravo@28,Omar Bravo@76,Sinha@79",Yahya Golmohammadi@36,0,0,2006-0125,4,3-1,2,False,Group,2000s,Max-Morlock-Stadion,Nürnberg,Mexico,Home win
Angola,Portugal,0,0,1,0,45000,"RheinEnergieSTADION, Köln",Group stage,2006-06-11,Germany,2006,,Pauleta@4,0,0,2006-0126,1,0-1,1,False,Group,2000s,RheinEnergieSTADION,Köln,Portugal,Away win
England,Paraguay,1,0,0,0,48000,"Commerzbank-Arena, Frankfurt am Main",Group stage,2006-06-10,Germany,2006,,,1,0,2006-0127,1,1-0,1,False,Group,2000s,Commerzbank-Arena,Frankfurt am Main,England,Home win
Trinidad and Tobago,Sweden,0,0,0,0,62959,"Signal Iduna Park, Dortmund",Group stage,2006-06-10,Germany,2006,,,0,0,2006-0128,0,0-0,0,False,Group,2000s,Signal Iduna Park,Dortmund,Draw,Draw
Argentina,Côte d'Ivoire,2,0,1,0,49480,"Volksparkstadion, Hamburg",Group stage,2006-06-10,Germany,2006,"Hernán Crespo@24,Javier Saviola@38",Didier Drogba@82,0,0,2006-0129,3,2-1,1,False,Group,2000s,Volksparkstadion,Hamburg,Argentina,Home win
Germany,Costa Rica,4,0,2,0,64950,"Allianz Arena, München",Group stage,2006-06-09,Germany,2006,"Philipp Lahm@6,Miroslav Klose@17,Miroslav Klose@61,Torsten Frings@87","Paulo Wanchope@12,Paulo Wanchope@73",0,0,2006-0130,6,4-2,2,False,Group,2000s,Allianz Arena,München,Germany,Home win
Poland,Ecuador,0,0,2,0,52000,"Veltins-Arena, Gelsenkirchen",Group stage,2006-06-09,Germany,2006,,"Carlos Tenorio@24,Agustín Delgado@80",0,0,2006-0131,2,0-2,2,False,Group,2000s,Veltins-Arena,Gelsenkirchen,Ecuador,Away win
Germany,Brazil,0,0,2,0,69029,"Nissan Stadium, Yokohama",Final,2002-06-30,"Korea Republic, Japan",2002,,"Ronaldo@67,Ronaldo@79",0,0,2002-0132,2,0-2,2,False,Final,2000s,Nissan Stadium,Yokohama,Brazil,Away win
Korea Republic,Türkiye,2,0,3,0,63483,"Daegu Main Stadium, Daegu",Third-place match,2002-06-29,"Korea Republic, Japan",2002,"Lee Eul-yong@9,Song Chong-gug@90+3","Hakan ükür@1,Ilhan Mansiz@13,Ilhan Mansiz@32",0,0,2002-0133,5,2-3,1,False,Placement,2000s,Daegu Main Stadium,Daegu,Türkiye,Away win
Brazil,Türkiye,1,0,0,0,61058,"Saitama Stadium 2002, Saitama",Semi-finals,2002-06-26,"Korea Republic, Japan",2002,Ronaldo@49,,0,0,2002-0134,1,1-0,1,False,Knockout,2000s,Saitama Stadium 2002,Saitama,Brazil,Home win
Germany,Korea Republic,1,0,0,0,65625,"Seoul World Cup Stadium, Seoul",Semi-finals,2002-06-25,"Korea Republic, Japan",2002,Michael Ballack@75,,0,0,2002-0135,1,1-0,1,False,Knockout,2000s,Seoul World Cup Stadium,Seoul,Germany,Home win
Spain,Korea Republic,0,3,0,5,42114,"Guus Hiddink Stadium, Gwangju",Quarter-finals,2002-06-22,"Korea Republic, Japan",2002,,,0,0,2002-0136,0,0-0,0,True,Knockout,2000s,Guus Hiddink Stadium,Gwangju,Korea Republic,Away win on penalties
Senegal,Türkiye,0,0,1,0,44233,"Yanmar Stadium Nagai, Osaka",Quarter-finals,2002-06-22,"Korea Republic, Japan",2002,,Ilhan Mansiz@94,0,0,2002-0137,1,0-1,1,False,Knockout,2000s,Yanmar Stadium Nagai,Osaka,Türkiye,Away win
England,Brazil,1,0,2,0,47436,"Daejeon World Cup Stadium, Daejeon",Quarter-finals,2002-06-21,"Korea Republic, Japan",2002,Michael Owen@23,"Rivaldo@45+2,Ronaldinho@50",0,0,2002-0138,3,1-2,1,False,Knockout,2000s,Daejeon World Cup Stadium,Daejeon,Brazil,Away win
Germany,United States,1,0,0,0,37337,"Munsu Cup Stadium, Ulsan",Quarter-finals,2002-06-21,"Korea Republic, Japan",2002,Michael Ballack@39,,0,0,2002-0139,1,1-0,1,False,Knockout,2000s,Munsu Cup Stadium,Ulsan,Germany,Home win
Japan,Türkiye,0,0,1,0,45666,"Miyagi Stadium, Rifu",Round of 16,2002-06-18,"Korea Republic, Japan",2002,,Ümit Davala@12,0,0,2002-0140,1,0-1,1,False,Knockout,2000s,Miyagi Stadium,Rifu,Türkiye,Away win
Korea Republic,Italy,2,0,1,0,38588,"Daejeon World Cup Stadium, Daejeon",Round of 16,2002-06-18,"Korea Republic, Japan",2002,"Seol Ki-hyeon@88,Ahn Jung-hwan@117",Christian Vieri@18,0,0,2002-0141,3,2-1,1,False,Knockout,2000s,Daejeon World Cup Stadium,Daejeon,Korea Republic,Home win
Mexico,United States,0,0,2,0,36380,"Jeonju World Cup Stadium, Jeonju",Round of 16,2002-06-17,"Korea Republic, Japan",2002,,"Brian McBride@8,Landon Donovan@65",0,0,2002-0142,2,0-2,2,False,Knockout,2000s,Jeonju World Cup Stadium,Jeonju,United States,Away win
Brazil,Belgium,2,0,0,0,40440,"NOEVIR Stadium Kobe, Kobe",Round of 16,2002-06-17,"Korea Republic, Japan",2002,"Rivaldo@67,Ronaldo@87",,0,0,2002-0143,2,2-0,2,False,Knockout,2000s,NOEVIR Stadium Kobe,Kobe,Brazil,Home win
Sweden,Senegal,1,0,2,0,39747,"Oita Bank Dome, Oita",Round of 16,2002-06-16,"Korea Republic, Japan",2002,Henrik Larsson@11,"Henri Camara@37,Henri Camara@104",0,0,2002-0144,3,1-2,1,False,Knockout,2000s,Oita Bank Dome,Oita,Senegal,Away win
Spain,Republic of Ireland,1,3,1,2,38926,"Suwon World Cup Stadium, Suwon",Round of 16,2002-06-16,"Korea Republic, Japan",2002,Fernando Morientes@8,Robbie Keane@90,0,0,2002-0145,2,1-1,0,True,Knockout,2000s,Suwon World Cup Stadium,Suwon,Spain,Home win on penalties
Germany,Paraguay,1,0,0,0,25176,"Jeju World Cup Stadium, Jeju",Round of 16,2002-06-15,"Korea Republic, Japan",2002,Oliver Neuville@88,,0,0,2002-0146,1,1-0,1,False,Knockout,2000s,Jeju World Cup Stadium,Jeju,Germany,Home win
Denmark,England,0,0,3,0,40582,"Denka Big Swan Stadium, Niigata",Round of 16,2002-06-15,"Korea Republic, Japan",2002,,"Rio Ferdinand@5,Michael Owen@22,Emile Heskey@44",0,0,2002-0147,3,0-3,3,False,Knockout,2000s,Denka Big Swan Stadium,Niigata,England,Away win
Tunisia,Japan,0,0,2,0,45213,"Yanmar Stadium Nagai, Osaka",Group stage,2002-06-14,"Korea Republic, Japan",2002,,"Hiroaki Morishima@48,Hidetoshi Nakata@75",0,0,2002-0148,2,0-2,2,False,Group,2000s,Yanmar Stadium Nagai,Osaka,Japan,Away win
Belgium,Russia,3,0,2,0,46640,"Shizuoka Stadium Ecopa, Fukuroi",Group stage,2002-06-14,"Korea Republic, Japan",2002,"Johan Walem@7,Wesley Sonck@78,Marc Wilmots@82","Vladimir Beschastnykh@52,Dmitri Sychev@88",0,0,2002-0149,5,3-2,1,False,Group,2000s,Shizuoka Stadium Ecopa,Fukuroi,Belgium,Home win
Portugal,Korea Republic,0,0,1,0,50239,"Incheon Munhak Stadium, Incheon",Group stage,2002-06-14,"Korea Republic, Japan",2002,,Park Ji-sung@70,0,0,2002-0150,1,0-1,1,False,Group,2000s,Incheon Munhak Stadium,Incheon,Korea Republic,Away win
Poland,United States,3,0,1,0,26482,"Daejeon World Cup Stadium, Daejeon",Group stage,2002-06-14,"Korea Republic, Japan",2002,"Emmanuel Olisadebe@3,Pawel Kryszalowicz@5,Marcin Zewlakow@66",Landon Donovan@83,0,0,2002-0151,4,3-1,2,False,Group,2000s,Daejeon World Cup Stadium,Daejeon,Poland,Home win
Costa Rica,Brazil,2,0,5,0,38524,"Suwon World Cup Stadium, Suwon",Group stage,2002-06-13,"Korea Republic, Japan",2002,"Paulo Wanchope@39,Rónald Gómez@56","Ronaldo@10,Ronaldo@13,Edmílson@38,Rivaldo@62,Júnior@64",0,0,2002-0152,7,2-5,3,False,Group,2000s,Suwon World Cup Stadium,Suwon,Brazil,Away win
Türkiye,China PR,3,0,0,0,43605,"Seoul World Cup Stadium, Seoul",Group stage,2002-06-13,"Korea Republic, Japan",2002,"Hasan Sas@6,Bülent Korkmaz@9,Ümit Davala@85",,0,0,2002-0153,3,3-0,3,False,Group,2000s,Seoul World Cup Stadium,Seoul,Türkiye,Home win
Mexico,Italy,1,0,1,0,39291,"Oita Bank Dome, Oita",Group stage,2002-06-13,"Korea Republic, Japan",2002,Jared Borgetti@34,Alessandro Del Piero@85,0,0,2002-0154,2,1-1,0,False,Group,2000s,Oita Bank Dome,Oita,Draw,Draw
Brazil,Côte d'Ivoire,3,0,1,0,84455,"Soccer City, Johannesburg",Group stage,2010-06-20,South Africa,2010,"Luís Fabiano@25,Luís Fabiano@50,Elano@62",Didier Drogba@79,0,0,2010-0155,4,3-1,2,False,Group,2010s,Soccer City,Johannesburg,Brazil,Home win
Ecuador,Croatia,1,0,0,0,65862,"Nissan Stadium, Yokohama",Group stage,2002-06-13,"Korea Republic, Japan",2002,Édison Méndez@48,,0,0,2002-0156,1,1-0,1,False,Group,2000s,Nissan Stadium,Yokohama,Ecuador,Home win
Sweden,Argentina,1,0,1,0,45777,"Miyagi Stadium, Rifu",Group stage,2002-06-12,"Korea Republic, Japan",2002,Anders Svensson@59,Hernán Crespo@88,0,0,2002-0157,2,1-1,0,False,Group,2000s,Miyagi Stadium,Rifu,Draw,Draw
Nigeria,England,0,0,0,0,44864,"Yanmar Stadium Nagai, Osaka",Group stage,2002-06-12,"Korea Republic, Japan",2002,,,0,0,2002-0158,0,0-0,0,False,Group,2000s,Yanmar Stadium Nagai,Osaka,Draw,Draw
South Africa,Spain,2,0,3,0,31024,"Daejeon World Cup Stadium, Daejeon",Group stage,2002-06-12,"Korea Republic, Japan",2002,"Benni McCarthy@31,Lucas Radebe@53","Raúl@4,Gaizka Mendieta@45+1,Raúl@56",0,0,2002-0159,5,2-3,1,False,Group,2000s,Daejeon World Cup Stadium,Daejeon,Spain,Away win
Slovenia,Paraguay,1,0,3,0,30176,"Jeju World Cup Stadium, Jeju",Group stage,2002-06-12,"Korea Republic, Japan",2002,Milenko Acimovic@45+1,"Nelson Cuevas@65,Jorge Luis Campos@73,Nelson Cuevas@84",0,0,2002-0160,4,1-3,2,False,Group,2000s,Jeju World Cup Stadium,Jeju,Paraguay,Away win
Denmark,France,2,0,0,0,48100,"Incheon Munhak Stadium, Incheon",Group stage,2002-06-11,"Korea Republic, Japan",2002,"Dennis Rommedahl@22,Jon Dahl Tomasson@67",,0,0,2002-0161,2,2-0,2,False,Group,2000s,Incheon Munhak Stadium,Incheon,Denmark,Home win
Senegal,Uruguay,3,0,3,0,33681,"Suwon World Cup Stadium, Suwon",Group stage,2002-06-11,"Korea Republic, Japan",2002,"Khalilou Fadiga@20,Papa Bouba Diop@26,Papa Bouba Diop@38","Richard Morales@46,Diego Forlán@69,Álvaro Recoba@88",0,0,2002-0162,6,3-3,0,False,Group,2000s,Suwon World Cup Stadium,Suwon,Draw,Draw
Saudi Arabia,Republic of Ireland,0,0,3,0,65320,"Nissan Stadium, Yokohama",Group stage,2002-06-11,"Korea Republic, Japan",2002,,"Robbie Keane@7,Gary Breen@61,Damien Duff@87",0,0,2002-0163,3,0-3,3,False,Group,2000s,Nissan Stadium,Yokohama,Republic of Ireland,Away win
Cameroon,Germany,0,0,2,0,47085,"Shizuoka Stadium Ecopa, Fukuroi",Group stage,2002-06-11,"Korea Republic, Japan",2002,,"Marco Bode@50,Miroslav Klose@79",0,0,2002-0164,2,0-2,2,False,Group,2000s,Shizuoka Stadium Ecopa,Fukuroi,Germany,Away win
Korea Republic,United States,1,0,1,0,60778,"Daegu Main Stadium, Daegu",Group stage,2002-06-10,"Korea Republic, Japan",2002,Ahn Jung-hwan@78,Clint Mathis@24,0,0,2002-0165,2,1-1,0,False,Group,2000s,Daegu Main Stadium,Daegu,Draw,Draw
Tunisia,Belgium,1,0,1,0,39700,"Oita Bank Dome, Oita",Group stage,2002-06-10,"Korea Republic, Japan",2002,Raouf Bouzaiene@17,Marc Wilmots@13,0,0,2002-0166,2,1-1,0,False,Group,2000s,Oita Bank Dome,Oita,Draw,Draw
Portugal,Poland,4,0,0,0,31000,"Jeonju World Cup Stadium, Jeonju",Group stage,2002-06-10,"Korea Republic, Japan",2002,"Pauleta@14,Pauleta@65,Pauleta@77,Rui Costa@88",,0,0,2002-0167,4,4-0,4,False,Group,2000s,Jeonju World Cup Stadium,Jeonju,Portugal,Home win
Mexico,Ecuador,2,0,1,0,45610,"Sapporo Dome, Sapporo",Group stage,2002-06-09,"Korea Republic, Japan",2002,"Jared Borgetti@28,Gerardo Torrado@57",Agustín Delgado@5,0,0,2002-0168,3,2-1,1,False,Group,2000s,Sapporo Dome,Sapporo,Mexico,Home win
Costa Rica,Türkiye,1,0,1,0,42299,"Incheon Munhak Stadium, Incheon",Group stage,2002-06-09,"Korea Republic, Japan",2002,Winston Parks@86,Emre Belözolu@56,0,0,2002-0169,2,1-1,0,False,Group,2000s,Incheon Munhak Stadium,Incheon,Draw,Draw
Japan,Russia,1,0,0,0,66108,"Nissan Stadium, Yokohama",Group stage,2002-06-09,"Korea Republic, Japan",2002,Junichi Inamoto@51,,0,0,2002-0170,1,1-0,1,False,Group,2000s,Nissan Stadium,Yokohama,Japan,Home win
South Africa,Slovenia,1,0,0,0,47226,"Daegu Main Stadium, Daegu",Group stage,2002-06-08,"Korea Republic, Japan",2002,Siyabonga Nomvethe@4,,0,0,2002-0171,1,1-0,1,False,Group,2000s,Daegu Main Stadium,Daegu,South Africa,Home win
Italy,Croatia,1,0,2,0,36472,"Kashima Soccer Stadium, Kashima",Group stage,2002-06-08,"Korea Republic, Japan",2002,Christian Vieri@55,"Ivica Olic@73,Milan Rapaic@76",0,0,2002-0172,3,1-2,1,False,Group,2000s,Kashima Soccer Stadium,Kashima,Croatia,Away win
Brazil,China PR,4,0,0,0,36750,"Jeju World Cup Stadium, Jeju",Group stage,2002-06-08,"Korea Republic, Japan",2002,"Roberto Carlos@15,Rivaldo@32,Ronaldo@55,Ronaldinho@45",,0,0,2002-0173,4,4-0,4,False,Group,2000s,Jeju World Cup Stadium,Jeju,Brazil,Home win
Sweden,Nigeria,2,0,1,0,36194,"NOEVIR Stadium Kobe, Kobe",Group stage,2002-06-07,"Korea Republic, Japan",2002,"Henrik Larsson@35,Henrik Larsson@63",Julius Aghahowa@27,0,0,2002-0174,3,2-1,1,False,Group,2000s,NOEVIR Stadium Kobe,Kobe,Sweden,Home win
IR Iran,Spain,0,0,1,0,42718,"Kazan Arena, Kazan",Group stage,2018-06-20,Russia,2018,,Diego Costa@54,0,0,2018-0175,1,0-1,1,False,Group,2010s,Kazan Arena,Kazan,Spain,Away win
Colombia,Japan,1,0,2,0,40842,"Mordovia Arena, Saransk",Group stage,2018-06-19,Russia,2018,Juan Quintero@39,"Yuya Osako@73,Shinji Kagawa@6",0,0,2018-0176,3,1-2,1,False,Group,2010s,Mordovia Arena,Saransk,Japan,Away win
Poland,Senegal,1,0,2,0,44190,"Otkrytie Arena, Moskva",Group stage,2018-06-19,Russia,2018,Grzegorz Krychowiak@86,M'Baye Niang@61,0,1,2018-0177,3,1-2,1,False,Group,2010s,Otkrytie Arena,Moskva,Senegal,Away win
Russia,Egypt,3,0,1,0,64468,"Gazprom Arena, Sankt-Petersburg",Group stage,2018-06-19,Russia,2018,"Denis Cheryshev@59,Artem Dzyuba@62",Mohamed Salah@73,1,0,2018-0178,4,3-1,2,False,Group,2010s,Gazprom Arena,Sankt-Petersburg,Russia,Home win
Sweden,Korea Republic,1,0,0,0,42300,"Stadion Nizhny Novgorod, Nizhny Novgorod",Group stage,2018-06-18,Russia,2018,Andreas Granqvist@65,,0,0,2018-0179,1,1-0,1,False,Group,2010s,Stadion Nizhny Novgorod,Nizhny Novgorod,Sweden,Home win
Belgium,Panama,3,0,0,0,43257,"Olimpiyskiy Stadion Fisht, Sochi",Group stage,2018-06-18,Russia,2018,"Dries Mertens@48,Romelu Lukaku@69,Romelu Lukaku@75",,0,0,2018-0180,3,3-0,3,False,Group,2010s,Olimpiyskiy Stadion Fisht,Sochi,Belgium,Home win
Tunisia,England,1,0,2,0,41064,"Volgograd Arena, Volgograd",Group stage,2018-06-18,Russia,2018,Ferjani Sassi@35,"Harry Kane@11,Harry Kane@90+1",0,0,2018-0181,3,1-2,1,False,Group,2010s,Volgograd Arena,Volgograd,England,Away win
Costa Rica,Serbia,0,0,1,0,41432,"Cosmos Arena, Samara",Group stage,2018-06-17,Russia,2018,,Aleksandar Kolarov@56,0,0,2018-0182,1,0-1,1,False,Group,2010s,Cosmos Arena,Samara,Serbia,Away win
Germany,Mexico,0,0,1,0,78011,"Olimpiyskiy stadion Luzhniki, Moskva",Group stage,2018-06-17,Russia,2018,,Hirving Lozano@35,0,0,2018-0183,1,0-1,1,False,Group,2010s,Olimpiyskiy stadion Luzhniki,Moskva,Mexico,Away win
Brazil,Switzerland,1,0,1,0,43109,"Rostov Arena, Rostov-na-Donu",Group stage,2018-06-17,Russia,2018,Philippe Coutinho@20,Steven Zuber@50,0,0,2018-0184,2,1-1,0,False,Group,2010s,Rostov Arena,Rostov-na-Donu,Draw,Draw
France,Australia,2,0,1,0,41279,"Kazan Arena, Kazan",Group stage,2018-06-16,Russia,2018,Antoine Griezmann@58,Mile Jedinak@62,1,0,2018-0185,3,2-1,1,False,Group,2010s,Kazan Arena,Kazan,France,Home win
Argentina,Iceland,1,0,1,0,44190,"Otkrytie Arena, Moskva",Group stage,2018-06-16,Russia,2018,Sergio Agüero@19,Alfreð Finnbogason@23,0,0,2018-0186,2,1-1,0,False,Group,2010s,Otkrytie Arena,Moskva,Draw,Draw
Peru,Denmark,0,0,1,0,40502,"Mordovia Arena, Saransk",Group stage,2018-06-16,Russia,2018,,Yussuf Poulsen@59,0,0,2018-0187,1,0-1,1,False,Group,2010s,Mordovia Arena,Saransk,Denmark,Away win
Spain,Paraguay,3,0,1,0,24000,"Jeonju World Cup Stadium, Jeonju",Group stage,2002-06-07,"Korea Republic, Japan",2002,"Fernando Morientes@53,Fernando Morientes@69,Fernando Hierro@83",,0,1,2002-0188,4,3-1,2,False,Group,2000s,Jeonju World Cup Stadium,Jeonju,Spain,Home win
Croatia,Nigeria,2,0,0,0,31136,"Kaliningrad Stadium, Kaliningrad",Group stage,2018-06-16,Russia,2018,Luka Modric@71,,1,0,2018-0189,2,2-0,2,False,Group,2010s,Kaliningrad Stadium,Kaliningrad,Croatia,Home win
Argentina,England,0,0,1,0,35927,"Sapporo Dome, Sapporo",Group stage,2002-06-07,"Korea Republic, Japan",2002,,David Beckham@44,0,0,2002-0190,1,0-1,1,False,Group,2000s,Sapporo Dome,Sapporo,England,Away win
Denmark,Senegal,1,0,1,0,43500,"Daegu Main Stadium, Daegu",Group stage,2002-06-06,"Korea Republic, Japan",2002,Jon Dahl Tomasson@16,Salif Diao@52,0,0,2002-0191,2,1-1,0,False,Group,2000s,Daegu Main Stadium,Daegu,Draw,Draw
Egypt,Uruguay,0,0,1,0,27015,"Stadion Central'nyj, Yekaterinburg",Group stage,2018-06-15,Russia,2018,,José María Giménez@89,0,0,2018-0192,1,0-1,1,False,Group,2010s,Stadion Central'nyj,Yekaterinburg,Uruguay,Away win
