match_id,wc_year,match_date,stage,stage_group,host_country,team,opponent,home_away,goals_for,goals_against,goal_difference,penalties_for,penalties_against,result_final,points,attendance
2010-0482,2010,2010-06-24,Group stage,Group,South Africa,Netherlands,Cameroon,Away,2,1,1,0,0,Win,3,63093
2010-0483,2010,2010-06-23,Group stage,Group,South Africa,Slovenia,England,Home,0,1,-1,0,0,Loss,0,36893
2010-0483,2010,2010-06-23,Group stage,Group,South Africa,England,Slovenia,Away,1,0,1,0,0,Win,3,36893
2010-0484,2010,2010-06-23,Group stage,Group,South Africa,United States,Algeria,Home,1,0,1,0,0,Win,3,35827
2010-0484,2010,2010-06-23,Group stage,Group,South Africa,Algeria,United States,Away,0,1,-1,0,0,Loss,0,35827
2010-0485,2010,2010-06-23,Group stage,Group,South Africa,Ghana,Germany,Home,0,1,-1,0,0,Loss,0,83391
2010-0485,2010,2010-06-23,Group stage,Group,South Africa,Germany,Ghana,Away,1,0,1,0,0,Win,3,83391
2010-0486,2010,2010-06-23,Group stage,Group,South Africa,Australia,Serbia,Home,2,1,1,0,0,Win,3,37836
2010-0486,2010,2010-06-23,Group stage,Group,South Africa,Serbia,Australia,Away,1,2,-1,0,0,Loss,0,37836
2010-0487,2010,2010-06-22,Group stage,Group,South Africa,Mexico,Uruguay,Home,0,1,-1,0,0,Loss,0,33425
2010-0487,2010,2010-06-22,Group stage,Group,South Africa,Uruguay,Mexico,Away,1,0,1,0,0,Win,3,33425
2010-0488,2010,2010-06-22,Group stage,Group,South Africa,France,South Africa,Home,1,2,-1,0,0,Loss,0,39415
2010-0488,2010,2010-06-22,Group stage,Group,South Africa,South Africa,France,Away,2,1,1,0,0,Win,3,39415
2010-0489,2010,2010-06-22,Group stage,Group,South Africa,Nigeria,Korea Republic,Home,2,2,0,0,0,Draw,1,61874
2010-0489,2010,2010-06-22,Group stage,Group,South Africa,Korea Republic,Nigeria,Away,2,2,0,0,0,Draw,1,61874
2010-0490,2010,2010-06-22,Group stage,Group,South Africa,Greece,Argentina,Home,0,2,-2,0,0,Loss,0,38891
2010-0490,2010,2010-06-22,Group stage,Group,South Africa,Argentina,Greece,Away,2,0,2,0,0,Win,3,38891
2010-0491,2010,2010-06-21,Group stage,Group,South Africa,Portugal,Korea DPR,Home,7,0,7,0,0,Win,3,63644
2010-0491,2010,2010-06-21,Group stage,Group,South Africa,Korea DPR,Portugal,Away,0,7,-7,0,0,Loss,0,63644
2010-0492,2010,2010-06-21,Group stage,Group,South Africa,Chile,Switzerland,Home,1,0,1,0,0,Win,3,34872
2010-0492,2010,2010-06-21,Group stage,Group,South Africa,Switzerland,Chile,Away,0,1,-1,0,0,Loss,0,34872
1982-0493,1982,1982-07-11,Final,Final,Spain,Italy,West Germany,Home,3,1,2,0,0,Win,3,90000
1982-0493,1982,1982-07-11,Final,Final,Spain,West Germany,Italy,Away,1,3,-2,0,0,Loss,0,90000
1982-0494,1982,1982-07-10,Third-place match,Placement,Spain,Poland,France,Home,3,2,1,0,0,Win,3,28000
1982-0494,1982,1982-07-10,Third-place match,Placement,Spain,France,Poland,Away,2,3,-1,0,0,Loss,0,28000
1982-0495,1982,1982-07-08,Semi-finals,Knockout,Spain,Poland,Italy,Home,0,2,-2,0,0,Loss,0,50000
1982-0495,1982,1982-07-08,Semi-finals,Knockout,Spain,Italy,Poland,Away,2,0,2,0,0,Win,3,50000
1982-0496,1982,1982-07-08,Semi-finals,Knockout,Spain,West Germany,France,Home,3,3,0,5,4,Win on penalties,3,70000
1982-0496,1982,1982-07-08,Semi-finals,Knockout,Spain,France,West Germany,Away,3,3,0,4,5,Loss on penalties,0,70000
1982-0497,1982,1982-07-05,Second group stage,Group,Spain,Italy,Brazil,Home,3,2,1,0,0,Win,3,44000
1982-0497,1982,1982-07-05,Second group stage,Group,Spain,Brazil,Italy,Away,2,3,-1,0,0,Loss,0,44000
1982-0498,1982,1982-07-05,Second group stage,Group,Spain,Spain,England,Home,0,0,0,0,0,Draw,1,75000
1982-0498,1982,1982-07-05,Second group stage,Group,Spain,England,Spain,Away,0,0,0,0,0,Draw,1,75000
1982-0499,1982,1982-07-04,Second group stage,Group,Spain,France,Northern Ireland,Home,4,1,3,0,0,Win,3,37000
1982-0499,1982,1982-07-04,Second group stage,Group,Spain,Northern Ireland,France,Away,1,4,-3,0,0,Loss,0,37000
1982-0500,1982,1982-07-04,Second group stage,Group,Spain,Poland,Soviet Union,Home,0,0,0,0,0,Draw,1,65000
1982-0500,1982,1982-07-04,Second group stage,Group,Spain,Soviet Union,Poland,Away,0,0,0,0,0,Draw,1,65000
1982-0501,1982,1982-07-02,Second group stage,Group,Spain,Argentina,Brazil,Home,1,3,-2,0,0,Loss,0,44000
1982-0501,1982,1982-07-02,Second group stage,Group,Spain,Brazil,Argentina,Away,3,1,2,0,0,Win,3,44000
1982-0502,1982,1982-07-02,Second group stage,Group,Spain,West Germany,Spain,Home,2,1,1,0,0,Win,3,90089
1982-0502,1982,1982-07-02,Second group stage,Group,Spain,Spain,West Germany,Away,1,2,-1,0,0,Loss,0,90089
1982-0503,1982,1982-07-01,Second group stage,Group,Spain,Austria,Northern Ireland,Home,2,2,0,0,0,Draw,1,20000
1982-0503,1982,1982-07-01,Second group stage,Group,Spain,Northern Ireland,Austria,Away,2,2,0,0,0,Draw,1,20000
1982-0504,1982,1982-07-01,Second group stage,Group,Spain,Belgium,Soviet Union,Home,0,1,-1,0,0,Loss,0,45000
1982-0504,1982,1982-07-01,Second group stage,Group,Spain,Soviet Union,Belgium,Away,1,0,1,0,0,Win,3,45000
1982-0505,1982,1982-06-29,Second group stage,Group,Spain,Italy,Argentina,Home,2,1,1,0,0,Win,3,43000
1982-0505,1982,1982-06-29,Second group stage,Group,Spain,Argentina,Italy,Away,1,2,-1,0,0,Loss,0,43000
1982-0506,1982,1982-06-29,Second group stage,Group,Spain,West Germany,England,Home,0,0,0,0,0,Draw,1,75000
1982-0506,1982,1982-06-29,Second group stage,Group,Spain,England,West Germany,Away,0,0,0,0,0,Draw,1,75000
1982-0507,1982,1982-06-28,Second group stage,Group,Spain,Austria,France,Home,0,1,-1,0,0,Loss,0,37000
1982-0507,1982,1982-06-28,Second group stage,Group,Spain,France,Austria,Away,1,0,1,0,0,Win,3,37000
1982-0508,1982,1982-06-28,Second group stage,Group,Spain,Poland,Belgium,Home,3,0,3,0,0,Win,3,65000
1982-0508,1982,1982-06-28,Second group stage,Group,Spain,Belgium,Poland,Away,0,3,-3,0,0,Loss,0,65000
1982-0509,1982,1982-06-25,First group stage,Group,Spain,England,Kuwait,Home,1,0,1,0,0,Win,3,39700
1982-0509,1982,1982-06-25,First group stage,Group,Spain,Kuwait,England,Away,0,1,-1,0,0,Loss,0,39700
1982-0510,1982,1982-06-25,First group stage,Group,Spain,West Germany,Austria,Home,1,0,1,0,0,Win,3,41000
1982-0510,1982,1982-06-25,First group stage,Group,Spain,Austria,West Germany,Away,0,1,-1,0,0,Loss,0,41000
1982-0511,1982,1982-06-25,First group stage,Group,Spain,Northern Ireland,Spain,Home,1,0,1,0,0,Win,3,49562
1982-0511,1982,1982-06-25,First group stage,Group,Spain,Spain,Northern Ireland,Away,0,1,-1,0,0,Loss,0,49562
1982-0512,1982,1982-06-24,First group stage,Group,Spain,France,Czechoslovakia,Home,1,1,0,0,0,Draw,1,28000
1982-0512,1982,1982-06-24,First group stage,Group,Spain,Czechoslovakia,France,Away,1,1,0,0,0,Draw,1,28000
1982-0513,1982,1982-06-24,First group stage,Group,Spain,Algeria,Chile,Home,3,2,1,0,0,Win,3,16000
1982-0513,1982,1982-06-24,First group stage,Group,Spain,Chile,Algeria,Away,2,3,-1,0,0,Loss,0,16000
1982-0514,1982,1982-06-24,First group stage,Group,Spain,Honduras,Yugoslavia,Home,0,1,-1,0,0,Loss,0,25000
1982-0514,1982,1982-06-24,First group stage,Group,Spain,Yugoslavia,Honduras,Away,1,0,1,0,0,Win,3,25000
1982-0515,1982,1982-06-23,First group stage,Group,Spain,Italy,Cameroon,Home,1,1,0,0,0,Draw,1,20000
1982-0515,1982,1982-06-23,First group stage,Group,Spain,Cameroon,Italy,Away,1,1,0,0,0,Draw,1,20000
1982-0516,1982,1982-06-23,First group stage,Group,Spain,Argentina,El Salvador,Home,2,0,2,0,0,Win,3,32500
1982-0516,1982,1982-06-23,First group stage,Group,Spain,El Salvador,Argentina,Away,0,2,-2,0,0,Loss,0,32500
1982-0517,1982,1982-06-23,First group stage,Group,Spain,Brazil,New Zealand,Home,4,0,4,0,0,Win,3,43000
1982-0517,1982,1982-06-23,First group stage,Group,Spain,New Zealand,Brazil,Away,0,4,-4,0,0,Loss,0,43000
1982-0518,1982,1982-06-22,First group stage,Group,Spain,Poland,Peru,Home,5,1,4,0,0,Win,3,25000
1982-0518,1982,1982-06-22,First group stage,Group,Spain,Peru,Poland,Away,1,5,-4,0,0,Loss,0,25000
1982-0519,1982,1982-06-22,First group stage,Group,Spain,Belgium,Hungary,Home,1,1,0,0,0,Draw,1,37000
1982-0519,1982,1982-06-22,First group stage,Group,Spain,Hungary,Belgium,Away,1,1,0,0,0,Draw,1,37000
1982-0520,1982,1982-06-22,First group stage,Group,Spain,Soviet Union,Scotland,Home,2,2,0,0,0,Draw,1,45000
1982-0520,1982,1982-06-22,First group stage,Group,Spain,Scotland,Soviet Union,Away,2,2,0,0,0,Draw,1,45000
1982-0521,1982,1982-06-21,First group stage,Group,Spain,Algeria,Austria,Home,0,2,-2,0,0,Loss,0,22000
1982-0521,1982,1982-06-21,First group stage,Group,Spain,Austria,Algeria,Away,2,0,2,0,0,Win,3,22000
1982-0522,1982,1982-06-21,First group stage,Group,Spain,France,Kuwait,Home,4,1,3,0,0,Win,3,30043
1982-0522,1982,1982-06-21,First group stage,Group,Spain,Kuwait,France,Away,1,4,-3,0,0,Loss,0,30043
1982-0523,1982,1982-06-21,First group stage,Group,Spain,Honduras,Northern Ireland,Home,1,1,0,0,0,Draw,1,15000
1982-0523,1982,1982-06-21,First group stage,Group,Spain,Northern Ireland,Honduras,Away,1,1,0,0,0,Draw,1,15000
1982-0524,1982,1982-06-20,First group stage,Group,Spain,West Germany,Chile,Home,4,1,3,0,0,Win,3,42000
1982-0524,1982,1982-06-20,First group stage,Group,Spain,Chile,West Germany,Away,1,4,-3,0,0,Loss,0,42000
1982-0525,1982,1982-06-20,First group stage,Group,Spain,England,Czechoslovakia,Home,2,0,2,0,0,Win,3,41123
1982-0525,1982,1982-06-20,First group stage,Group,Spain,Czechoslovakia,England,Away,0,2,-2,0,0,Loss,0,41123
1982-0526,1982,1982-06-20,First group stage,Group,Spain,Spain,Yugoslavia,Home,2,1,1,0,0,Win,3,48000
1982-0526,1982,1982-06-20,First group stage,Group,Spain,Yugoslavia,Spain,Away,1,2,-1,0,0,Loss,0,48000
1982-0527,1982,1982-06-19,First group stage,Group,Spain,Poland,Cameroon,Home,0,0,0,0,0,Draw,1,19000
1982-0527,1982,1982-06-19,First group stage,Group,Spain,Cameroon,Poland,Away,0,0,0,0,0,Draw,1,19000
1982-0528,1982,1982-06-19,First group stage,Group,Spain,Soviet Union,New Zealand,Home,3,0,3,0,0,Win,3,19000
1982-0528,1982,1982-06-19,First group stage,Group,Spain,New Zealand,Soviet Union,Away,0,3,-3,0,0,Loss,0,19000
1982-0529,1982,1982-06-19,First group stage,Group,Spain,Belgium,El Salvador,Home,1,0,1,0,0,Win,3,15000
1982-0529,1982,1982-06-19,First group stage,Group,Spain,El Salvador,Belgium,Away,0,1,-1,0,0,Loss,0,15000
1982-0530,1982,1982-06-18,First group stage,Group,Spain,Italy,Peru,Home,1,1,0,0,0,Draw,1,25000
1982-0530,1982,1982-06-18,First group stage,Group,Spain,Peru,Italy,Away,1,1,0,0,0,Draw,1,25000
1982-0531,1982,1982-06-18,First group stage,Group,Spain,Brazil,Scotland,Home,4,1,3,0,0,Win,3,47379
1982-0531,1982,1982-06-18,First group stage,Group,Spain,Scotland,Brazil,Away,1,4,-3,0,0,Loss,0,47379
1982-0532,1982,1982-06-18,First group stage,Group,Spain,Argentina,Hungary,Home,4,1,3,0,0,Win,3,32093
1982-0532,1982,1982-06-18,First group stage,Group,Spain,Hungary,Argentina,Away,1,4,-3,0,0,Loss,0,32093
1982-0533,1982,1982-06-17,First group stage,Group,Spain,Chile,Austria,Home,0,1,-1,0,0,Loss,0,22500
1982-0533,1982,1982-06-17,First group stage,Group,Spain,Austria,Chile,Away,1,0,1,0,0,Win,3,22500
1982-0534,1982,1982-06-17,First group stage,Group,Spain,Czechoslovakia,Kuwait,Home,1,1,0,0,0,Draw,1,25000
1982-0534,1982,1982-06-17,First group stage,Group,Spain,Kuwait,Czechoslovakia,Away,1,1,0,0,0,Draw,1,25000
1982-0535,1982,1982-06-17,First group stage,Group,Spain,Yugoslavia,Northern Ireland,Home,0,0,0,0,0,Draw,1,25000
1982-0535,1982,1982-06-17,First group stage,Group,Spain,Northern Ireland,Yugoslavia,Away,0,0,0,0,0,Draw,1,25000
2006-0536,2006,2006-06-20,Group stage,Group,Germany,Ecuador,Germany,Home,0,3,-3,0,0,Loss,0,72000
2006-0536,2006,2006-06-20,Group stage,Group,Germany,Germany,Ecuador,Away,3,0,3,0,0,Win,3,72000
2006-0537,2006,2006-06-20,Group stage,Group,Germany,Paraguay,Trinidad and Tobago,Home,2,0,2,0,0,Win,3,46000
2006-0537,2006,2006-06-20,Group stage,Group,Germany,Trinidad and Tobago,Paraguay,Away,0,2,-2,0,0,Loss,0,46000
2006-0538,2006,2006-06-20,Group stage,Group,Germany,Sweden,England,Home,2,2,0,0,0,Draw,1,45000
2006-0538,2006,2006-06-20,Group stage,Group,Germany,England,Sweden,Away,2,2,0,0,0,Draw,1,45000
2006-0539,2006,2006-06-19,Group stage,Group,Germany,Togo,Switzerland,Home,0,2,-2,0,0,Loss,0,65000
2006-0539,2006,2006-06-19,Group stage,Group,Germany,Switzerland,Togo,Away,2,0,2,0,0,Win,3,65000
2006-0540,2006,2006-06-19,Group stage,Group,Germany,Saudi Arabia,Ukraine,Home,0,4,-4,0,0,Loss,0,50000
2006-0540,2006,2006-06-19,Group stage,Group,Germany,Ukraine,Saudi Arabia,Away,4,0,4,0,0,Win,3,50000
2006-0541,2006,2006-06-19,Group stage,Group,Germany,Spain,Tunisia,Home,3,1,2,0,0,Win,3,52000
2006-0541,2006,2006-06-19,Group stage,Group,Germany,Tunisia,Spain,Away,1,3,-2,0,0,Loss,0,52000
2006-0542,2006,2006-06-18,Group stage,Group,Germany,Japan,Croatia,Home,0,0,0,0,0,Draw,1,41000
2006-0542,2006,2006-06-18,Group stage,Group,Germany,Croatia,Japan,Away,0,0,0,0,0,Draw,1,41000
2006-0543,2006,2006-06-18,Group stage,Group,Germany,Brazil,Australia,Home,2,0,2,0,0,Win,3,66000
2006-0543,2006,2006-06-18,Group stage,Group,Germany,Australia,Brazil,Away,0,2,-2,0,0,Loss,0,66000
2006-0544,2006,2006-06-18,Group stage,Group,Germany,France,Korea Republic,Home,1,1,0,0,0,Draw,1,43000
2006-0544,2006,2006-06-18,Group stage,Group,Germany,Korea Republic,France,Away,1,1,0,0,0,Draw,1,43000
2006-0545,2006,2006-06-17,Group stage,Group,Germany,Portugal,IR Iran,Home,2,0,2,0,0,Win,3,48000
2006-0545,2006,2006-06-17,Group stage,Group,Germany,IR Iran,Portugal,Away,0,2,-2,0,0,Loss,0,48000
2006-0546,2006,2006-06-17,Group stage,Group,Germany,Czech Republic,Ghana,Home,0,2,-2,0,0,Loss,0,45000
2006-0546,2006,2006-06-17,Group stage,Group,Germany,Ghana,Czech Republic,Away,2,0,2,0,0,Win,3,45000
2006-0547,2006,2006-06-17,Group stage,Group,Germany,Italy,United States,Home,1,1,0,0,0,Draw,1,46000
2006-0547,2006,2006-06-17,Group stage,Group,Germany,United States,Italy,Away,1,1,0,0,0,Draw,1,46000
2006-0548,2006,2006-06-16,Group stage,Group,Germany,Argentina,Serbia and Montenegro,Home,6,0,6,0,0,Win,3,52000
2006-0548,2006,2006-06-16,Group stage,Group,Germany,Serbia and Montenegro,Argentina,Away,0,6,-6,0,0,Loss,0,52000
1994-0549,1994,1994-06-26,Group stage,Group,United States,Switzerland,Colombia,Home,0,2,-2,0,0,Loss,0,83401
1994-0549,1994,1994-06-26,Group stage,Group,United States,Colombia,Switzerland,Away,2,0,2,0,0,Win,3,83401
1994-0550,1994,1994-06-25,Group stage,Group,United States,Belgium,Netherlands,Home,1,0,1,0,0,Win,3,62387
1994-0550,1994,1994-06-25,Group stage,Group,United States,Netherlands,Belgium,Away,0,1,-1,0,0,Loss,0,62387
1994-0551,1994,1994-06-25,Group stage,Group,United States,Saudi Arabia,Morocco,Home,2,1,1,0,0,Win,3,76322
1994-0551,1994,1994-06-25,Group stage,Group,United States,Morocco,Saudi Arabia,Away,1,2,-1,0,0,Loss,0,76322
1994-0552,1994,1994-06-25,Group stage,Group,United States,Argentina,Nigeria,Home,2,1,1,0,0,Win,3,54453
1994-0552,1994,1994-06-25,Group stage,Group,United States,Nigeria,Argentina,Away,1,2,-1,0,0,Loss,0,54453
1994-0553,1994,1994-06-24,Group stage,Group,United States,Mexico,Republic of Ireland,Home,2,1,1,0,0,Win,3,60790
1994-0553,1994,1994-06-24,Group stage,Group,United States,Republic of Ireland,Mexico,Away,1,2,-1,0,0,Loss,0,60790
1994-0554,1994,1994-06-24,Group stage,Group,United States,Brazil,Cameroon,Home,3,0,3,0,0,Win,3,83401
1994-0554,1994,1994-06-24,Group stage,Group,United States,Cameroon,Brazil,Away,0,3,-3,0,0,Loss,0,83401
1994-0555,1994,1994-06-24,Group stage,Group,United States,Sweden,Russia,Home,3,1,2,0,0,Win,3,71528
1994-0555,1994,1994-06-24,Group stage,Group,United States,Russia,Sweden,Away,1,3,-2,0,0,Loss,0,71528
1994-0556,1994,1994-06-23,Group stage,Group,United States,Italy,Norway,Home,1,0,1,0,0,Win,3,74624
1994-0556,1994,1994-06-23,Group stage,Group,United States,Norway,Italy,Away,0,1,-1,0,0,Loss,0,74624
1994-0557,1994,1994-06-23,Group stage,Group,United States,Korea Republic,Bolivia,Home,0,0,0,0,0,Draw,1,54453
1994-0557,1994,1994-06-23,Group stage,Group,United States,Bolivia,Korea Republic,Away,0,0,0,0,0,Draw,1,54453
1994-0558,1994,1994-06-22,Group stage,Group,United States,Romania,Switzerland,Home,1,4,-3,0,0,Loss,0,61428
1994-0558,1994,1994-06-22,Group stage,Group,United States,Switzerland,Romania,Away,4,1,3,0,0,Win,3,61428
1994-0559,1994,1994-06-22,Group stage,Group,United States,United States,Colombia,Home,2,1,1,0,0,Win,3,93869
1994-0559,1994,1994-06-22,Group stage,Group,United States,Colombia,United States,Away,1,2,-1,0,0,Loss,0,93869
1994-0560,1994,1994-06-21,Group stage,Group,United States,Argentina,Greece,Home,4,0,4,0,0,Win,3,54456
1994-0560,1994,1994-06-21,Group stage,Group,United States,Greece,Argentina,Away,0,4,-4,0,0,Loss,0,54456
1994-0561,1994,1994-06-21,Group stage,Group,United States,Germany,Spain,Home,1,1,0,0,0,Draw,1,63113
1994-0561,1994,1994-06-21,Group stage,Group,United States,Spain,Germany,Away,1,1,0,0,0,Draw,1,63113
1994-0562,1994,1994-06-21,Group stage,Group,United States,Nigeria,Bulgaria,Home,3,0,3,0,0,Win,3,44132
1994-0562,1994,1994-06-21,Group stage,Group,United States,Bulgaria,Nigeria,Away,0,3,-3,0,0,Loss,0,44132
1994-0563,1994,1994-06-20,Group stage,Group,United States,Brazil,Russia,Home,2,0,2,0,0,Win,3,81061
1994-0563,1994,1994-06-20,Group stage,Group,United States,Russia,Brazil,Away,0,2,-2,0,0,Loss,0,81061
1994-0564,1994,1994-06-20,Group stage,Group,United States,Netherlands,Saudi Arabia,Home,2,1,1,0,0,Win,3,50535
1994-0564,1994,1994-06-20,Group stage,Group,United States,Saudi Arabia,Netherlands,Away,1,2,-1,0,0,Loss,0,50535
1994-0565,1994,1994-06-19,Group stage,Group,United States,Belgium,Morocco,Home,1,0,1,0,0,Win,3,61219
1994-0565,1994,1994-06-19,Group stage,Group,United States,Morocco,Belgium,Away,0,1,-1,0,0,Loss,0,61219
1994-0566,1994,1994-06-19,Group stage,Group,United States,Norway,Mexico,Home,1,0,1,0,0,Win,3,52395
1994-0566,1994,1994-06-19,Group stage,Group,United States,Mexico,Norway,Away,0,1,-1,0,0,Loss,0,52395
1994-0567,1994,1994-06-19,Group stage,Group,United States,Cameroon,Sweden,Home,2,2,0,0,0,Draw,1,93194
1994-0567,1994,1994-06-19,Group stage,Group,United States,Sweden,Cameroon,Away,2,2,0,0,0,Draw,1,93194
1994-0568,1994,1994-06-18,Group stage,Group,United States,United States,Switzerland,Home,1,1,0,0,0,Draw,1,73425
1994-0568,1994,1994-06-18,Group stage,Group,United States,Switzerland,United States,Away,1,1,0,0,0,Draw,1,73425
1994-0569,1994,1994-06-18,Group stage,Group,United States,Italy,Republic of Ireland,Home,0,1,-1,0,0,Loss,0,75338
1994-0569,1994,1994-06-18,Group stage,Group,United States,Republic of Ireland,Italy,Away,1,0,1,0,0,Win,3,75338
1994-0570,1994,1994-06-18,Group stage,Group,United States,Colombia,Romania,Home,1,3,-2,0,0,Loss,0,91856
1994-0570,1994,1994-06-18,Group stage,Group,United States,Romania,Colombia,Away,3,1,2,0,0,Win,3,91856
1994-0571,1994,1994-06-17,Group stage,Group,United States,Germany,Bolivia,Home,1,0,1,0,0,Win,3,63117
1994-0571,1994,1994-06-17,Group stage,Group,United States,Bolivia,Germany,Away,0,1,-1,0,0,Loss,0,63117
1986-0572,1986,1986-06-21,Quarter-finals,Knockout,Mexico,West Germany,Mexico,Home,0,0,0,4,1,Win on penalties,3,41700
1986-0572,1986,1986-06-21,Quarter-finals,Knockout,Mexico,Mexico,West Germany,Away,0,0,0,1,4,Loss on penalties,0,41700
1994-0573,1994,1994-06-17,Group stage,Group,United States,Spain,Korea Republic,Home,2,2,0,0,0,Draw,1,56247
1994-0573,1994,1994-06-17,Group stage,Group,United States,Korea Republic,Spain,Away,2,2,0,0,0,Draw,1,56247
1986-0574,1986,1986-06-18,Round of 16,Knockout,Mexico,England,Paraguay,Home,3,0,3,0,0,Win,3,98728
1986-0574,1986,1986-06-18,Round of 16,Knockout,Mexico,Paraguay,England,Away,0,3,-3,0,0,Loss,0,98728
1990-0575,1990,1990-07-08,Final,Final,Italy,West Germany,Argentina,Home,1,0,1,0,0,Win,3,73603
1990-0575,1990,1990-07-08,Final,Final,Italy,Argentina,West Germany,Away,0,1,-1,0,0,Loss,0,73603
1986-0576,1986,1986-06-18,Round of 16,Knockout,Mexico,Denmark,Spain,Home,1,5,-4,0,0,Loss,0,38500
1986-0576,1986,1986-06-18,Round of 16,Knockout,Mexico,Spain,Denmark,Away,5,1,4,0,0,Win,3,38500
1990-0577,1990,1990-07-07,Third-place match,Placement,Italy,Italy,England,Home,2,1,1,0,0,Win,3,51426
1990-0577,1990,1990-07-07,Third-place match,Placement,Italy,England,Italy,Away,1,2,-1,0,0,Loss,0,51426
1986-0578,1986,1986-06-17,Round of 16,Knockout,Mexico,Italy,France,Home,0,2,-2,0,0,Loss,0,70000
1986-0578,1986,1986-06-17,Round of 16,Knockout,Mexico,France,Italy,Away,2,0,2,0,0,Win,3,70000
1990-0579,1990,1990-07-04,Semi-finals,Knockout,Italy,West Germany,England,Home,1,1,0,4,3,Win on penalties,3,62628
1990-0579,1990,1990-07-04,Semi-finals,Knockout,Italy,England,West Germany,Away,1,1,0,3,4,Loss on penalties,0,62628
1986-0580,1986,1986-06-17,Round of 16,Knockout,Mexico,Morocco,West Germany,Home,0,1,-1,0,0,Loss,0,19800
1986-0580,1986,1986-06-17,Round of 16,Knockout,Mexico,West Germany,Morocco,Away,1,0,1,0,0,Win,3,19800
1990-0581,1990,1990-07-03,Semi-finals,Knockout,Italy,Italy,Argentina,Home,1,1,0,3,4,Loss on penalties,0,59978
1990-0581,1990,1990-07-03,Semi-finals,Knockout,Italy,Argentina,Italy,Away,1,1,0,4,3,Win on penalties,3,59978
1986-0582,1986,1986-06-16,Round of 16,Knockout,Mexico,Brazil,Poland,Home,4,0,4,0,0,Win,3,45000
1986-0582,1986,1986-06-16,Round of 16,Knockout,Mexico,Poland,Brazil,Away,0,4,-4,0,0,Loss,0,45000
1990-0583,1990,1990-07-01,Quarter-finals,Knockout,Italy,West Germany,Czechoslovakia,Home,1,0,1,0,0,Win,3,73347
1990-0583,1990,1990-07-01,Quarter-finals,Knockout,Italy,Czechoslovakia,West Germany,Away,0,1,-1,0,0,Loss,0,73347
1986-0584,1986,1986-06-16,Round of 16,Knockout,Mexico,Argentina,Uruguay,Home,1,0,1,0,0,Win,3,26000
1986-0584,1986,1986-06-16,Round of 16,Knockout,Mexico,Uruguay,Argentina,Away,0,1,-1,0,0,Loss,0,26000
1990-0585,1990,1990-07-01,Quarter-finals,Knockout,Italy,England,Cameroon,Home,3,2,1,0,0,Win,3,55205
1990-0585,1990,1990-07-01,Quarter-finals,Knockout,Italy,Cameroon,England,Away,2,3,-1,0,0,Loss,0,55205
1986-0586,1986,1986-06-15,Round of 16,Knockout,Mexico,Mexico,Bulgaria,Home,2,0,2,0,0,Win,3,114580
1986-0586,1986,1986-06-15,Round of 16,Knockout,Mexico,Bulgaria,Mexico,Away,0,2,-2,0,0,Loss,0,114580
1990-0587,1990,1990-06-30,Quarter-finals,Knockout,Italy,Yugoslavia,Argentina,Home,0,0,0,2,3,Loss on penalties,0,38971
1990-0587,1990,1990-06-30,Quarter-finals,Knockout,Italy,Argentina,Yugoslavia,Away,0,0,0,3,2,Win on penalties,3,38971
1986-0588,1986,1986-06-15,Round of 16,Knockout,Mexico,Soviet Union,Belgium,Home,3,4,-1,0,0,Loss,0,32277
1986-0588,1986,1986-06-15,Round of 16,Knockout,Mexico,Belgium,Soviet Union,Away,4,3,1,0,0,Win,3,32277
1986-0589,1986,1986-06-13,Group stage,Group,Mexico,Scotland,Uruguay,Home,0,0,0,0,0,Draw,1,20000
1986-0589,1986,1986-06-13,Group stage,Group,Mexico,Uruguay,Scotland,Away,0,0,0,0,0,Draw,1,20000
1986-0590,1986,1986-06-13,Group stage,Group,Mexico,Denmark,West Germany,Home,2,0,2,0,0,Win,3,36000
1986-0590,1986,1986-06-13,Group stage,Group,Mexico,West Germany,Denmark,Away,0,2,-2,0,0,Loss,0,36000
1986-0591,1986,1986-06-12,Group stage,Group,Mexico,Algeria,Spain,Home,0,3,-3,0,0,Loss,0,23980
1986-0591,1986,1986-06-12,Group stage,Group,Mexico,Spain,Algeria,Away,3,0,3,0,0,Win,3,23980
1986-0592,1986,1986-06-12,Group stage,Group,Mexico,Northern Ireland,Brazil,Home,0,3,-3,0,0,Loss,0,51000
1986-0592,1986,1986-06-12,Group stage,Group,Mexico,Brazil,Northern Ireland,Away,3,0,3,0,0,Win,3,51000
1986-0593,1986,1986-06-11,Group stage,Group,Mexico,Paraguay,Belgium,Home,2,2,0,0,0,Draw,1,16000
1986-0593,1986,1986-06-11,Group stage,Group,Mexico,Belgium,Paraguay,Away,2,2,0,0,0,Draw,1,16000
1986-0594,1986,1986-06-11,Group stage,Group,Mexico,Iraq,Mexico,Home,0,1,-1,0,0,Loss,0,103763
1986-0594,1986,1986-06-11,Group stage,Group,Mexico,Mexico,Iraq,Away,1,0,1,0,0,Win,3,103763
1986-0595,1986,1986-06-11,Group stage,Group,Mexico,England,Poland,Home,3,0,3,0,0,Win,3,22700
1986-0595,1986,1986-06-11,Group stage,Group,Mexico,Poland,England,Away,0,3,-3,0,0,Loss,0,22700
1986-0596,1986,1986-06-11,Group stage,Group,Mexico,Portugal,Morocco,Home,1,3,-2,0,0,Loss,0,28000
