match_id,wc_year,match_date,stage,stage_group,host_country,team,opponent,home_away,goals_for,goals_against,goal_difference,penalties_for,penalties_against,result_final,points,attendance
2018-0113,2018,2018-07-02,Round of 16,Knockout,Russia,Mexico,Brazil,Away,0,2,-2,0,0,Loss,0,41970
2018-0114,2018,2018-07-02,Round of 16,Knockout,Russia,Belgium,Japan,Home,3,2,1,0,0,Win,3,41466
2018-0114,2018,2018-07-02,Round of 16,Knockout,Russia,Japan,Belgium,Away,2,3,-1,0,0,Loss,0,41466
2006-0115,2006,2006-06-14,Group stage,Group,Germany,Spain,Ukraine,Home,4,0,4,0,0,Win,3,43000
2006-0115,2006,2006-06-14,Group stage,Group,Germany,Ukraine,Spain,Away,0,4,-4,0,0,Loss,0,43000
2006-0116,2006,2006-06-14,Group stage,Group,Germany,Tunisia,Saudi Arabia,Home,2,2,0,0,0,Draw,1,66000
2006-0116,2006,2006-06-14,Group stage,Group,Germany,Saudi Arabia,Tunisia,Away,2,2,0,0,0,Draw,1,66000
2006-0117,2006,2006-06-14,Group stage,Group,Germany,Germany,Poland,Home,1,0,1,0,0,Win,3,65000
2006-0117,2006,2006-06-14,Group stage,Group,Germany,Poland,Germany,Away,0,1,-1,0,0,Loss,0,65000
2006-0118,2006,2006-06-13,Group stage,Group,Germany,Korea Republic,Togo,Home,2,1,1,0,0,Win,3,48000
2006-0118,2006,2006-06-13,Group stage,Group,Germany,Togo,Korea Republic,Away,1,2,-1,0,0,Loss,0,48000
2006-0119,2006,2006-06-13,Group stage,Group,Germany,France,Switzerland,Home,0,0,0,0,0,Draw,1,52000
2006-0119,2006,2006-06-13,Group stage,Group,Germany,Switzerland,France,Away,0,0,0,0,0,Draw,1,52000
2006-0120,2006,2006-06-13,Group stage,Group,Germany,Brazil,Croatia,Home,1,0,1,0,0,Win,3,72000
2006-0120,2006,2006-06-13,Group stage,Group,Germany,Croatia,Brazil,Away,0,1,-1,0,0,Loss,0,72000
2006-0121,2006,2006-06-12,Group stage,Group,Germany,Australia,Japan,Home,3,1,2,0,0,Win,3,46000
2006-0121,2006,2006-06-12,Group stage,Group,Germany,Japan,Australia,Away,1,3,-2,0,0,Loss,0,46000
2006-0122,2006,2006-06-12,Group stage,Group,Germany,United States,Czech Republic,Home,0,3,-3,0,0,Loss,0,52000
2006-0122,2006,2006-06-12,Group stage,Group,Germany,Czech Republic,United States,Away,3,0,3,0,0,Win,3,52000
2006-0123,2006,2006-06-12,Group stage,Group,Germany,Italy,Ghana,Home,2,0,2,0,0,Win,3,43000
2006-0123,2006,2006-06-12,Group stage,Group,Germany,Ghana,Italy,Away,0,2,-2,0,0,Loss,0,43000
2006-0124,2006,2006-06-11,Group stage,Group,Germany,Serbia and Montenegro,Netherlands,Home,0,1,-1,0,0,Loss,0,37216
2006-0124,2006,2006-06-11,Group stage,Group,Germany,Netherlands,Serbia and Montenegro,Away,1,0,1,0,0,Win,3,37216
2006-0125,2006,2006-06-11,Group stage,Group,Germany,Mexico,IR Iran,Home,3,1,2,0,0,Win,3,41000
2006-0125,2006,2006-06-11,Group stage,Group,Germany,IR Iran,Mexico,Away,1,3,-2,0,0,Loss,0,41000
2006-0126,2006,2006-06-11,Group stage,Group,Germany,Angola,Portugal,Home,0,1,-1,0,0,Loss,0,45000
2006-0126,2006,2006-06-11,Group stage,Group,Germany,Portugal,Angola,Away,1,0,1,0,0,Win,3,45000
2006-0127,2006,2006-06-10,Group stage,Group,Germany,England,Paraguay,Home,1,0,1,0,0,Win,3,48000
2006-0127,2006,2006-06-10,Group stage,Group,Germany,Paraguay,England,Away,0,1,-1,0,0,Loss,0,48000
2006-0128,2006,2006-06-10,Group stage,Group,Germany,Trinidad and Tobago,Sweden,Home,0,0,0,0,0,Draw,1,62959
2006-0128,2006,2006-06-10,Group stage,Group,Germany,Sweden,Trinidad and Tobago,Away,0,0,0,0,0,Draw,1,62959
2006-0129,2006,2006-06-10,Group stage,Group,Germany,Argentina,Côte d'Ivoire,Home,2,1,1,0,0,Win,3,49480
2006-0129,2006,2006-06-10,Group stage,Group,Germany,Côte d'Ivoire,Argentina,Away,1,2,-1,0,0,Loss,0,49480
2006-0130,2006,2006-06-09,Group stage,Group,Germany,Germany,Costa Rica,Home,4,2,2,0,0,Win,3,64950
2006-0130,2006,2006-06-09,Group stage,Group,Germany,Costa Rica,Germany,Away,2,4,-2,0,0,Loss,0,64950
2006-0131,2006,2006-06-09,Group stage,Group,Germany,Poland,Ecuador,Home,0,2,-2,0,0,Loss,0,52000
2006-0131,2006,2006-06-09,Group stage,Group,Germany,Ecuador,Poland,Away,2,0,2,0,0,Win,3,52000
2002-0132,2002,2002-06-30,Final,Final,"Korea Republic, Japan",Germany,Brazil,Home,0,2,-2,0,0,Loss,0,69029
2002-0132,2002,2002-06-30,Final,Final,"Korea Republic, Japan",Brazil,Germany,Away,2,0,2,0,0,Win,3,69029
2002-0133,2002,2002-06-29,Third-place match,Placement,"Korea Republic, Japan",Korea Republic,Türkiye,Home,2,3,-1,0,0,Loss,0,63483
2002-0133,2002,2002-06-29,Third-place match,Placement,"Korea Republic, Japan",Türkiye,Korea Republic,Away,3,2,1,0,0,Win,3,63483
2002-0134,2002,2002-06-26,Semi-finals,Knockout,"Korea Republic, Japan",Brazil,Türkiye,Home,1,0,1,0,0,Win,3,61058
2002-0134,2002,2002-06-26,Semi-finals,Knockout,"Korea Republic, Japan",Türkiye,Brazil,Away,0,1,-1,0,0,Loss,0,61058
2002-0135,2002,2002-06-25,Semi-finals,Knockout,"Korea Republic, Japan",Germany,Korea Republic,Home,1,0,1,0,0,Win,3,65625
2002-0135,2002,2002-06-25,Semi-finals,Knockout,"Korea Republic, Japan",Korea Republic,Germany,Away,0,1,-1,0,0,Loss,0,65625
2002-0136,2002,2002-06-22,Quarter-finals,Knockout,"Korea Republic, Japan",Spain,Korea Republic,Home,0,0,0,3,5,Loss on penalties,0,42114
2002-0136,2002,2002-06-22,Quarter-finals,Knockout,"Korea Republic, Japan",Korea Republic,Spain,Away,0,0,0,5,3,Win on penalties,3,42114
2002-0137,2002,2002-06-22,Quarter-finals,Knockout,"Korea Republic, Japan",Senegal,Türkiye,Home,0,1,-1,0,0,Loss,0,44233
2002-0137,2002,2002-06-22,Quarter-finals,Knockout,"Korea Republic, Japan",Türkiye,Senegal,Away,1,0,1,0,0,Win,3,44233
2002-0138,2002,2002-06-21,Quarter-finals,Knockout,"Korea Republic, Japan",England,Brazil,Home,1,2,-1,0,0,Loss,0,47436
2002-0138,2002,2002-06-21,Quarter-finals,Knockout,"Korea Republic, Japan",Brazil,England,Away,2,1,1,0,0,Win,3,47436
2002-0139,2002,2002-06-21,Quarter-finals,Knockout,"Korea Republic, Japan",Germany,United States,Home,1,0,1,0,0,Win,3,37337
2002-0139,2002,2002-06-21,Quarter-finals,Knockout,"Korea Republic, Japan",United States,Germany,Away,0,1,-1,0,0,Loss,0,37337
2002-0140,2002,2002-06-18,Round of 16,Knockout,"Korea Republic, Japan",Japan,Türkiye,Home,0,1,-1,0,0,Loss,0,45666
2002-0140,2002,2002-06-18,Round of 16,Knockout,"Korea Republic, Japan",Türkiye,Japan,Away,1,0,1,0,0,Win,3,45666
2002-0141,2002,2002-06-18,Round of 16,Knockout,"Korea Republic, Japan",Korea Republic,Italy,Home,2,1,1,0,0,Win,3,38588
2002-0141,2002,2002-06-18,Round of 16,Knockout,"Korea Republic, Japan",Italy,Korea Republic,Away,1,2,-1,0,0,Loss,0,38588
2002-0142,2002,2002-06-17,Round of 16,Knockout,"Korea Republic, Japan",Mexico,United States,Home,0,2,-2,0,0,Loss,0,36380
2002-0142,2002,2002-06-17,Round of 16,Knockout,"Korea Republic, Japan",United States,Mexico,Away,2,0,2,0,0,Win,3,36380
2002-0143,2002,2002-06-17,Round of 16,Knockout,"Korea Republic, Japan",Brazil,Belgium,Home,2,0,2,0,0,Win,3,40440
2002-0143,2002,2002-06-17,Round of 16,Knockout,"Korea Republic, Japan",Belgium,Brazil,Away,0,2,-2,0,0,Loss,0,40440
2002-0144,2002,2002-06-16,Round of 16,Knockout,"Korea Republic, Japan",Sweden,Senegal,Home,1,2,-1,0,0,Loss,0,39747
2002-0144,2002,2002-06-16,Round of 16,Knockout,"Korea Republic, Japan",Senegal,Sweden,Away,2,1,1,0,0,Win,3,39747
2002-0145,2002,2002-06-16,Round of 16,Knockout,"Korea Republic, Japan",Spain,Republic of Ireland,Home,1,1,0,3,2,Win on penalties,3,38926
2002-0145,2002,2002-06-16,Round of 16,Knockout,"Korea Republic, Japan",Republic of Ireland,Spain,Away,1,1,0,2,3,Loss on penalties,0,38926
2002-0146,2002,2002-06-15,Round of 16,Knockout,"Korea Republic, Japan",Germany,Paraguay,Home,1,0,1,0,0,Win,3,25176
2002-0146,2002,2002-06-15,Round of 16,Knockout,"Korea Republic, Japan",Paraguay,Germany,Away,0,1,-1,0,0,Loss,0,25176
2002-0147,2002,2002-06-15,Round of 16,Knockout,"Korea Republic, Japan",Denmark,England,Home,0,3,-3,0,0,Loss,0,40582
2002-0147,2002,2002-06-15,Round of 16,Knockout,"Korea Republic, Japan",England,Denmark,Away,3,0,3,0,0,Win,3,40582
2002-0148,2002,2002-06-14,Group stage,Group,"Korea Republic, Japan",Tunisia,Japan,Home,0,2,-2,0,0,Loss,0,45213
2002-0148,2002,2002-06-14,Group stage,Group,"Korea Republic, Japan",Japan,Tunisia,Away,2,0,2,0,0,Win,3,45213
2002-0149,2002,2002-06-14,Group stage,Group,"Korea Republic, Japan",Belgium,Russia,Home,3,2,1,0,0,Win,3,46640
2002-0149,2002,2002-06-14,Group stage,Group,"Korea Republic, Japan",Russia,Belgium,Away,2,3,-1,0,0,Loss,0,46640
2002-0150,2002,2002-06-14,Group stage,Group,"Korea Republic, Japan",Portugal,Korea Republic,Home,0,1,-1,0,0,Loss,0,50239
2002-0150,2002,2002-06-14,Group stage,Group,"Korea Republic, Japan",Korea Republic,Portugal,Away,1,0,1,0,0,Win,3,50239
2002-0151,2002,2002-06-14,Group stage,Group,"Korea Republic, Japan",Poland,United States,Home,3,1,2,0,0,Win,3,26482
2002-0151,2002,2002-06-14,Group stage,Group,"Korea Republic, Japan",United States,Poland,Away,1,3,-2,0,0,Loss,0,26482
2002-0152,2002,2002-06-13,Group stage,Group,"Korea Republic, Japan",Costa Rica,Brazil,Home,2,5,-3,0,0,Loss,0,38524
2002-0152,2002,2002-06-13,Group stage,Group,"Korea Republic, Japan",Brazil,Costa Rica,Away,5,2,3,0,0,Win,3,38524
2002-0153,2002,2002-06-13,Group stage,Group,"Korea Republic, Japan",Türkiye,China PR,Home,3,0,3,0,0,Win,3,43605
2002-0153,2002,2002-06-13,Group stage,Group,"Korea Republic, Japan",China PR,Türkiye,Away,0,3,-3,0,0,Loss,0,43605
2002-0154,2002,2002-06-13,Group stage,Group,"Korea Republic, Japan",Mexico,Italy,Home,1,1,0,0,0,Draw,1,39291
2002-0154,2002,2002-06-13,Group stage,Group,"Korea Republic, Japan",Italy,Mexico,Away,1,1,0,0,0,Draw,1,39291
2010-0155,2010,2010-06-20,Group stage,Group,South Africa,Brazil,Côte d'Ivoire,Home,3,1,2,0,0,Win,3,84455
2010-0155,2010,2010-06-20,Group stage,Group,South Africa,Côte d'Ivoire,Brazil,Away,1,3,-2,0,0,Loss,0,84455
2002-0156,2002,2002-06-13,Group stage,Group,"Korea Republic, Japan",Ecuador,Croatia,Home,1,0,1,0,0,Win,3,65862
2002-0156,2002,2002-06-13,Group stage,Group,"Korea Republic, Japan",Croatia,Ecuador,Away,0,1,-1,0,0,Loss,0,65862
2002-0157,2002,2002-06-12,Group stage,Group,"Korea Republic, Japan",Sweden,Argentina,Home,1,1,0,0,0,Draw,1,45777
2002-0157,2002,2002-06-12,Group stage,Group,"Korea Republic, Japan",Argentina,Sweden,Away,1,1,0,0,0,Draw,1,45777
2002-0158,2002,2002-06-12,Group stage,Group,"Korea Republic, Japan",Nigeria,England,Home,0,0,0,0,0,Draw,1,44864
2002-0158,2002,2002-06-12,Group stage,Group,"Korea Republic, Japan",England,Nigeria,Away,0,0,0,0,0,Draw,1,44864
2002-0159,2002,2002-06-12,Group stage,Group,"Korea Republic, Japan",South Africa,Spain,Home,2,3,-1,0,0,Loss,0,31024
2002-0159,2002,2002-06-12,Group stage,Group,"Korea Republic, Japan",Spain,South Africa,Away,3,2,1,0,0,Win,3,31024
2002-0160,2002,2002-06-12,Group stage,Group,"Korea Republic, Japan",Slovenia,Paraguay,Home,1,3,-2,0,0,Loss,0,30176
2002-0160,2002,2002-06-12,Group stage,Group,"Korea Republic, Japan",Paraguay,Slovenia,Away,3,1,2,0,0,Win,3,30176
2002-0161,2002,2002-06-11,Group stage,Group,"Korea Republic, Japan",Denmark,France,Home,2,0,2,0,0,Win,3,48100
2002-0161,2002,2002-06-11,Group stage,Group,"Korea Republic, Japan",France,Denmark,Away,0,2,-2,0,0,Loss,0,48100
2002-0162,2002,2002-06-11,Group stage,Group,"Korea Republic, Japan",Senegal,Uruguay,Home,3,3,0,0,0,Draw,1,33681
2002-0162,2002,2002-06-11,Group stage,Group,"Korea Republic, Japan",Uruguay,Senegal,Away,3,3,0,0,0,Draw,1,33681
2002-0163,2002,2002-06-11,Group stage,Group,"Korea Republic, Japan",Saudi Arabia,Republic of Ireland,Home,0,3,-3,0,0,Loss,0,65320
2002-0163,2002,2002-06-11,Group stage,Group,"Korea Republic, Japan",Republic of Ireland,Saudi Arabia,Away,3,0,3,0,0,Win,3,65320
2002-0164,2002,2002-06-11,Group stage,Group,"Korea Republic, Japan",Cameroon,Germany,Home,0,2,-2,0,0,Loss,0,47085
2002-0164,2002,2002-06-11,Group stage,Group,"Korea Republic, Japan",Germany,Cameroon,Away,2,0,2,0,0,Win,3,47085
2002-0165,2002,2002-06-10,Group stage,Group,"Korea Republic, Japan",Korea Republic,United States,Home,1,1,0,0,0,Draw,1,60778
2002-0165,2002,2002-06-10,Group stage,Group,"Korea Republic, Japan",United States,Korea Republic,Away,1,1,0,0,0,Draw,1,60778
2002-0166,2002,2002-06-10,Group stage,Group,"Korea Republic, Japan",Tunisia,Belgium,Home,1,1,0,0,0,Draw,1,39700
2002-0166,2002,2002-06-10,Group stage,Group,"Korea Republic, Japan",Belgium,Tunisia,Away,1,1,0,0,0,Draw,1,39700
2002-0167,2002,2002-06-10,Group stage,Group,"Korea Republic, Japan",Portugal,Poland,Home,4,0,4,0,0,Win,3,31000
2002-0167,2002,2002-06-10,Group stage,Group,"Korea Republic, Japan",Poland,Portugal,Away,0,4,-4,0,0,Loss,0,31000
2002-0168,2002,2002-06-09,Group stage,Group,"Korea Republic, Japan",Mexico,Ecuador,Home,2,1,1,0,0,Win,3,45610
2002-0168,2002,2002-06-09,Group stage,Group,"Korea Republic, Japan",Ecuador,Mexico,Away,1,2,-1,0,0,Loss,0,45610
2002-0169,2002,2002-06-09,Group stage,Group,"Korea Republic, Japan",Costa Rica,Türkiye,Home,1,1,0,0,0,Draw,1,42299
2002-0169,2002,2002-06-09,Group stage,Group,"Korea Republic, Japan",Türkiye,Costa Rica,Away,1,1,0,0,0,Draw,1,42299
2002-0170,2002,2002-06-09,Group stage,Group,"Korea Republic, Japan",Japan,Russia,Home,1,0,1,0,0,Win,3,66108
2002-0170,2002,2002-06-09,Group stage,Group,"Korea Republic, Japan",Russia,Japan,Away,0,1,-1,0,0,Loss,0,66108
2002-0171,2002,2002-06-08,Group stage,Group,"Korea Republic, Japan",South Africa,Slovenia,Home,1,0,1,0,0,Win,3,47226
2002-0171,2002,2002-06-08,Group stage,Group,"Korea Republic, Japan",Slovenia,South Africa,Away,0,1,-1,0,0,Loss,0,47226
2002-0172,2002,2002-06-08,Group stage,Group,"Korea Republic, Japan",Italy,Croatia,Home,1,2,-1,0,0,Loss,0,36472
2002-0172,2002,2002-06-08,Group stage,Group,"Korea Republic, Japan",Croatia,Italy,Away,2,1,1,0,0,Win,3,36472
2002-0173,2002,2002-06-08,Group stage,Group,"Korea Republic, Japan",Brazil,China PR,Home,4,0,4,0,0,Win,3,36750
2002-0173,2002,2002-06-08,Group stage,Group,"Korea Republic, Japan",China PR,Brazil,Away,0,4,-4,0,0,Loss,0,36750
2002-0174,2002,2002-06-07,Group stage,Group,"Korea Republic, Japan",Sweden,Nigeria,Home,2,1,1,0,0,Win,3,36194
2002-0174,2002,2002-06-07,Group stage,Group,"Korea Republic, Japan",Nigeria,Sweden,Away,1,2,-1,0,0,Loss,0,36194
2018-0175,2018,2018-06-20,Group stage,Group,Russia,IR Iran,Spain,Home,0,1,-1,0,0,Loss,0,42718
2018-0175,2018,2018-06-20,Group stage,Group,Russia,Spain,IR Iran,Away,1,0,1,0,0,Win,3,42718
2018-0176,2018,2018-06-19,Group stage,Group,Russia,Colombia,Japan,Home,1,2,-1,0,0,Loss,0,40842
2018-0176,2018,2018-06-19,Group stage,Group,Russia,Japan,Colombia,Away,2,1,1,0,0,Win,3,40842
2018-0177,2018,2018-06-19,Group stage,Group,Russia,Poland,Senegal,Home,1,2,-1,0,0,Loss,0,44190
2018-0177,2018,2018-06-19,Group stage,Group,Russia,Senegal,Poland,Away,2,1,1,0,0,Win,3,44190
2018-0178,2018,2018-06-19,Group stage,Group,Russia,Russia,Egypt,Home,3,1,2,0,0,Win,3,64468
2018-0178,2018,2018-06-19,Group stage,Group,Russia,Egypt,Russia,Away,1,3,-2,0,0,Loss,0,64468
2018-0179,2018,2018-06-18,Group stage,Group,Russia,Sweden,Korea Republic,Home,1,0,1,0,0,Win,3,42300
2018-0179,2018,2018-06-18,Group stage,Group,Russia,Korea Republic,Sweden,Away,0,1,-1,0,0,Loss,0,42300
2018-0180,2018,2018-06-18,Group stage,Group,Russia,Belgium,Panama,Home,3,0,3,0,0,Win,3,43257
2018-0180,2018,2018-06-18,Group stage,Group,Russia,Panama,Belgium,Away,0,3,-3,0,0,Loss,0,43257
2018-0181,2018,2018-06-18,Group stage,Group,Russia,Tunisia,England,Home,1,2,-1,0,0,Loss,0,41064
2018-0181,2018,2018-06-18,Group stage,Group,Russia,England,Tunisia,Away,2,1,1,0,0,Win,3,41064
2018-0182,2018,2018-06-17,Group stage,Group,Russia,Costa Rica,Serbia,Home,0,1,-1,0,0,Loss,0,41432
2018-0182,2018,2018-06-17,Group stage,Group,Russia,Serbia,Costa Rica,Away,1,0,1,0,0,Win,3,41432
2018-0183,2018,2018-06-17,Group stage,Group,Russia,Germany,Mexico,Home,0,1,-1,0,0,Loss,0,78011
2018-0183,2018,2018-06-17,Group stage,Group,Russia,Mexico,Germany,Away,1,0,1,0,0,Win,3,78011
2018-0184,2018,2018-06-17,Group stage,Group,Russia,Brazil,Switzerland,Home,1,1,0,0,0,Draw,1,43109
2018-0184,2018,2018-06-17,Group stage,Group,Russia,Switzerland,Brazil,Away,1,1,0,0,0,Draw,1,43109
2018-0185,2018,2018-06-16,Group stage,Group,Russia,France,Australia,Home,2,1,1,0,0,Win,3,41279
2018-0185,2018,2018-06-16,Group stage,Group,Russia,Australia,France,Away,1,2,-1,0,0,Loss,0,41279
2018-0186,2018,2018-06-16,Group stage,Group,Russia,Argentina,Iceland,Home,1,1,0,0,0,Draw,1,44190
2018-0186,2018,2018-06-16,Group stage,Group,Russia,Iceland,Argentina,Away,1,1,0,0,0,Draw,1,44190
2018-0187,2018,2018-06-16,Group stage,Group,Russia,Peru,Denmark,Home,0,1,-1,0,0,Loss,0,40502
2018-0187,2018,2018-06-16,Group stage,Group,Russia,Denmark,Peru,Away,1,0,1,0,0,Win,3,40502
2002-0188,2002,2002-06-07,Group stage,Group,"Korea Republic, Japan",Spain,Paraguay,Home,3,1,2,0,0,Win,3,24000
2002-0188,2002,2002-06-07,Group stage,Group,"Korea Republic, Japan",Paraguay,Spain,Away,1,3,-2,0,0,Loss,0,24000
2018-0189,2018,2018-06-16,Group stage,Group,Russia,Croatia,Nigeria,Home,2,0,2,0,0,Win,3,31136
2018-0189,2018,2018-06-16,Group stage,Group,Russia,Nigeria,Croatia,Away,0,2,-2,0,0,Loss,0,31136
2002-0190,2002,2002-06-07,Group stage,Group,"Korea Republic, Japan",Argentina,England,Home,0,1,-1,0,0,Loss,0,35927
2002-0190,2002,2002-06-07,Group stage,Group,"Korea Republic, Japan",England,Argentina,Away,1,0,1,0,0,Win,3,35927
2002-0191,2002,2002-06-06,Group stage,Group,"Korea Republic, Japan",Denmark,Senegal,Home,1,1,0,0,0,Draw,1,43500
2002-0191,2002,2002-06-06,Group stage,Group,"Korea Republic, Japan",Senegal,Denmark,Away,1,1,0,0,0,Draw,1,43500
2018-0192,2018,2018-06-15,Group stage,Group,Russia,Egypt,Uruguay,Home,0,1,-1,0,0,Loss,0,27015
2018-0192,2018,2018-06-15,Group stage,Group,Russia,Uruguay,Egypt,Away,1,0,1,0,0,Win,3,27015
2002-0193,2002,2002-06-06,Group stage,Group,"Korea Republic, Japan",Cameroon,Saudi Arabia,Home,1,0,1,0,0,Win,3,52328
2002-0193,2002,2002-06-06,Group stage,Group,"Korea Republic, Japan",Saudi Arabia,Cameroon,Away,0,1,-1,0,0,Loss,0,52328
2018-0194,2018,2018-06-15,Group stage,Group,Russia,Morocco,IR Iran,Home,0,1,-1,0,0,Loss,0,62548
2018-0194,2018,2018-06-15,Group stage,Group,Russia,IR Iran,Morocco,Away,1,0,1,0,0,Win,3,62548
2002-0195,2002,2002-06-06,Group stage,Group,"Korea Republic, Japan",France,Uruguay,Home,0,0,0,0,0,Draw,1,38070
2002-0195,2002,2002-06-06,Group stage,Group,"Korea Republic, Japan",Uruguay,France,Away,0,0,0,0,0,Draw,1,38070
2018-0196,2018,2018-06-15,Group stage,Group,Russia,Portugal,Spain,Home,3,3,0,0,0,Draw,1,43866
2018-0196,2018,2018-06-15,Group stage,Group,Russia,Spain,Portugal,Away,3,3,0,0,0,Draw,1,43866
2002-0197,2002,2002-06-05,Group stage,Group,"Korea Republic, Japan",Russia,Tunisia,Home,2,0,2,0,0,Win,3,30957
2002-0197,2002,2002-06-05,Group stage,Group,"Korea Republic, Japan",Tunisia,Russia,Away,0,2,-2,0,0,Loss,0,30957
2018-0198,2018,2018-06-14,Group stage,Group,Russia,Russia,Saudi Arabia,Home,5,0,5,0,0,Win,3,78011
2018-0198,2018,2018-06-14,Group stage,Group,Russia,Saudi Arabia,Russia,Away,0,5,-5,0,0,Loss,0,78011
2002-0199,2002,2002-06-05,Group stage,Group,"Korea Republic, Japan",United States,Portugal,Home,3,2,1,0,0,Win,3,37306
2002-0199,2002,2002-06-05,Group stage,Group,"Korea Republic, Japan",Portugal,United States,Away,2,3,-1,0,0,Loss,0,37306
2014-0200,2014,2014-07-13,Final,Final,Brazil,Germany,Argentina,Home,1,0,1,0,0,Win,3,74738
2014-0200,2014,2014-07-13,Final,Final,Brazil,Argentina,Germany,Away,0,1,-1,0,0,Loss,0,74738
2002-0201,2002,2002-06-05,Group stage,Group,"Korea Republic, Japan",Germany,Republic of Ireland,Home,1,1,0,0,0,Draw,1,35854
2002-0201,2002,2002-06-05,Group stage,Group,"Korea Republic, Japan",Republic of Ireland,Germany,Away,1,1,0,0,0,Draw,1,35854
2002-0202,2002,2002-06-04,Group stage,Group,"Korea Republic, Japan",China PR,Costa Rica,Home,0,2,-2,0,0,Loss,0,27217
2002-0202,2002,2002-06-04,Group stage,Group,"Korea Republic, Japan",Costa Rica,China PR,Away,2,0,2,0,0,Win,3,27217
2002-0203,2002,2002-06-04,Group stage,Group,"Korea Republic, Japan",Japan,Belgium,Home,2,2,0,0,0,Draw,1,55256
2002-0203,2002,2002-06-04,Group stage,Group,"Korea Republic, Japan",Belgium,Japan,Away,2,2,0,0,0,Draw,1,55256
2002-0204,2002,2002-06-04,Group stage,Group,"Korea Republic, Japan",Korea Republic,Poland,Home,2,0,2,0,0,Win,3,48760
2002-0204,2002,2002-06-04,Group stage,Group,"Korea Republic, Japan",Poland,Korea Republic,Away,0,2,-2,0,0,Loss,0,48760
2002-0205,2002,2002-06-03,Group stage,Group,"Korea Republic, Japan",Croatia,Mexico,Home,0,1,-1,0,0,Loss,0,32239
2002-0205,2002,2002-06-03,Group stage,Group,"Korea Republic, Japan",Mexico,Croatia,Away,1,0,1,0,0,Win,3,32239
2002-0206,2002,2002-06-03,Group stage,Group,"Korea Republic, Japan",Brazil,Türkiye,Home,2,1,1,0,0,Win,3,33842
2002-0206,2002,2002-06-03,Group stage,Group,"Korea Republic, Japan",Türkiye,Brazil,Away,1,2,-1,0,0,Loss,0,33842
2002-0207,2002,2002-06-03,Group stage,Group,"Korea Republic, Japan",Italy,Ecuador,Home,2,0,2,0,0,Win,3,31081
2002-0207,2002,2002-06-03,Group stage,Group,"Korea Republic, Japan",Ecuador,Italy,Away,0,2,-2,0,0,Loss,0,31081
2002-0208,2002,2002-06-02,Group stage,Group,"Korea Republic, Japan",Argentina,Nigeria,Home,1,0,1,0,0,Win,3,34050
2002-0208,2002,2002-06-02,Group stage,Group,"Korea Republic, Japan",Nigeria,Argentina,Away,0,1,-1,0,0,Loss,0,34050
2002-0209,2002,2002-06-02,Group stage,Group,"Korea Republic, Japan",Paraguay,South Africa,Home,2,2,0,0,0,Draw,1,25186
2002-0209,2002,2002-06-02,Group stage,Group,"Korea Republic, Japan",South Africa,Paraguay,Away,2,2,0,0,0,Draw,1,25186
2002-0210,2002,2002-06-02,Group stage,Group,"Korea Republic, Japan",England,Sweden,Home,1,1,0,0,0,Draw,1,52721
2002-0210,2002,2002-06-02,Group stage,Group,"Korea Republic, Japan",Sweden,England,Away,1,1,0,0,0,Draw,1,52721
2002-0211,2002,2002-06-02,Group stage,Group,"Korea Republic, Japan",Spain,Slovenia,Home,3,1,2,0,0,Win,3,28588
2002-0211,2002,2002-06-02,Group stage,Group,"Korea Republic, Japan",Slovenia,Spain,Away,1,3,-2,0,0,Loss,0,28588
2002-0212,2002,2002-06-01,Group stage,Group,"Korea Republic, Japan",Republic of Ireland,Cameroon,Home,1,1,0,0,0,Draw,1,33679
2002-0212,2002,2002-06-01,Group stage,Group,"Korea Republic, Japan",Cameroon,Republic of Ireland,Away,1,1,0,0,0,Draw,1,33679
2010-0213,2010,2010-06-19,Group stage,Group,South Africa,Netherlands,Japan,Home,1,0,1,0,0,Win,3,62010
2010-0213,2010,2010-06-19,Group stage,Group,South Africa,Japan,Netherlands,Away,0,1,-1,0,0,Loss,0,62010
2010-0214,2010,2010-06-19,Group stage,Group,South Africa,Ghana,Australia,Home,1,1,0,0,0,Draw,1,34812
2010-0214,2010,2010-06-19,Group stage,Group,South Africa,Australia,Ghana,Away,1,1,0,0,0,Draw,1,34812
2010-0215,2010,2010-06-19,Group stage,Group,South Africa,Cameroon,Denmark,Home,1,2,-1,0,0,Loss,0,38074
2010-0215,2010,2010-06-19,Group stage,Group,South Africa,Denmark,Cameroon,Away,2,1,1,0,0,Win,3,38074
2010-0216,2010,2010-06-18,Group stage,Group,South Africa,Germany,Serbia,Home,0,1,-1,0,0,Loss,0,38294
2010-0216,2010,2010-06-18,Group stage,Group,South Africa,Serbia,Germany,Away,1,0,1,0,0,Win,3,38294
2010-0217,2010,2010-06-18,Group stage,Group,South Africa,Slovenia,United States,Home,2,2,0,0,0,Draw,1,45573
2010-0217,2010,2010-06-18,Group stage,Group,South Africa,United States,Slovenia,Away,2,2,0,0,0,Draw,1,45573
2010-0218,2010,2010-06-18,Group stage,Group,South Africa,England,Algeria,Home,0,0,0,0,0,Draw,1,64100
2010-0218,2010,2010-06-18,Group stage,Group,South Africa,Algeria,England,Away,0,0,0,0,0,Draw,1,64100
2010-0219,2010,2010-06-17,Group stage,Group,South Africa,Argentina,Korea Republic,Home,4,1,3,0,0,Win,3,82174
